,base_notes,brand,gender,heart_notes,olfactory_family,perfume_name,top_notes
1953,"leather,amber,patchouli,musk,vanilla,sandalwood",Swiss Arabian,women,"turkish rose absolute,geranium,oud",floral,Areej Al Sheila,"saffron,black pepper,madagascar clove leaf"
1954,"cedar,patchouli,sandalwood,tonka bean,moss",Tom Ford,women,"jasmine,ylang ylang,gardenia,honey,rose absolute,may rose",chypre,Arabian Wood,"orange blossom,freesia,lavender,bergamot,galbanum,bulgarian rose"
1955,"labdanum ciste,amber,cypriol,animal notes",By Kilian,unisex,"copahu balm,oud",oriental,Arabian Nights Pure Oud,saffron
1956,"rose,patchouli,oud,atlas cedar,oakmoss",By Kilian,unisex,"geranium,oliban,turkish rose",oriental,Arabian Nights Incense Oud,"cardamom seed,rose-bay"
1957,"ambergris,benzoin,vanilla",By Kilian,unisex,"oud,atlas cedar,smoky notes",oriental,Arabian Nights Amber Oud,"saint thomas bay,spicy notes"
1958,"musk,amber,vetiver,cypriol,woods",Marc Gebauer,unisex,"iris,geranium,rose,cedarwood",oriental,Arabian King,"bergamot,grapefruit,saffron,oud"
1959,"mineral amber,white cedarwood",Bvlgari,men,"neptune grass,rosemary blossom",aquatic,Aqva Pour Homme Marine,"grapefruit,neroli"
1960,"wood,balm",Bvlgari,men,amber,aromatic,Aqva Pour Homme Atlantiqve,sea notes
1961,"mineral amber,clary sage",Bvlgari,men,"santolina,neptune grass",aquatic,Aqva Pour Homme,"mandarin orange,petitgrain"
1962,"indonesian patchouli,frankincense",Bvlgari,men,"aquatic notes,mineral notes",aquatic,Aqva Amara,"sicilian mandarin orange,tunisian neroli"
1963,"cedar,musk",Biotherm,men,"mint,sage,cherry leaf",aquatic,Aquafitness,"sicilian bergamot,mediterranean lemon,aquatic notes,seawater"
1964,bladderwrack,Comptoir Sud Pacifique,unisex,"lily of the valley,marine notes,sand",aquatic,Aqua Motu,everlasting flower
1965,"vetiver,cedarwood",Le Couvent,unisex,litsea cubeba,citrus,Aqua Minimes,"citron,mandarin orange,lemon"
1966,"amber,vetiver,cedar",Monotheme,men,"clove leaf,cardamom,laurel,nutmeg,rosemary,clary sage",aquatic,Aqua Marina,"aquatic notes,grapefruit,lime,mandarin orange,lemon"
1967,"white musk,ambrette,tonka bean",Gritti,women,"rose,powdery notes,vanilla",powdery,Aqua Incanta,"florentine iris,violet,camellia"
1968,"vetiver,woody notes",Dior,men,"violet blossom,mint",woody,Aqua Fahrenheit,"mandarin,grapefruit"
1969,"vanilla,patchouli",GUERLAIN,women,"black currant,petitgrain",citrus,Aqua Allegoria Pamplelune,"bergamot,grapefruit,lemon"
1970,"tonka beans,woody notes",GUERLAIN,women,"black currant,mint,blood orange",citrus,Aqua Allegoria Orange Soleia,"pink pepper,orange,bergamot"
1971,"cedar wood,green tea",GUERLAIN,women,"black currant,basil,orange blossom",citrus,Aqua Allegoria Mandarine Basilic,"lemon,tangerine,orange"
1972,"jasmine,rose",Guerlain,women,"lilac,lily of the valley",floral,Aqua Allegoria Lilia Bella,green notes
1973,"lily of the valley,cyclamen,pear blossom",Guerlain,women,"curly mint,green tea",green,Aqua Allegoria Herba Fresca,"clover,lemon"
1974,"white musk,sweet notes,woody notes",Mancera,unisex,"amber,floral notes,coffee",oriental,Aoud Café,"peach,black currant,bergamot"
1975,"leather,amber,guaiac wood,sandalwood,madagascar vanilla",Mancera,unisex,"ylang-ylang,rose,iris root,violet,patchouli",oriental,Aoud Blue Notes,"bergamot,lemon,tangerine,fruity notes,green notes"
1976,"honey,patchouli",M. Micallef,men,"clove,oud,saffron,sandalwood,cinnamon",oriental,Aoud,rose
1977,"vanilla,vetiver,iris",puredistance,women,"jasmine,rose,ylang ylang",floral,Antonia,"galbanum,ivy"
1978,"labdanum ciste,castoreum,patchouli,oakmoss",Chanel,men,"jasmine,rose,thyme,basil",woody,Antaeus,"clary sage,coriander,lemon,sweet lime"
1979,"oakmoss,coconut,musk,patchouli,vetiver,civet",Animale,women,"carnation,honey,orris root,jasmine,lily of the valley,rose,ylang-ylang",chypre,Animale,"bergamot,green notes,hyacinth,coriander,neroli,rosewood"
1980,"amber,musk,vanilla",Etro,unisex,"fennel,iris,jasmine,caraway",spicy,Anice,"bergamot,rosewood,star anise"
1981,amber,Jenny Glow,unisex,tuberose,floral,Angelica Sinensis,angelica
1982,"wood,fir,moss,musk",Angel Schlesser,men,"anise,cedar,wood,cardamom,lavender,rice,cinnamon,vetiver,ginger",aromatic,Angel Schlesser Homme,bergamot
1983,"akigalawood,benzoin",Mugler,women,damask rose,fruity,Angel Nova,"raspberry,lychee"
1984,"vanilla,patchouli",Thierry Mugler,women,floral notes,chypre,Angel Aqua Chic,"rose-bay,lemon"
1985,"vanilla,patchouli,musk,sandalwood",Mugler,women,"chocolate,caramel,coumarin",oriental,Angel,"bergamot,strawberry,dewberry,helional,honey,jasmine,orchid,rose"
1986,blond wood,Givenchy,women,"tea,jasmine",fruity,Ange Ou Démon Le Secret,cranberries
1987,"patchouli,cedar wood,vetiver,amber",SANTINI Cosmetic,women,"rose,freesia,jasmine",floral,Anastasia,"litchi,citrus fruit,peony"
1988,"ambergris,suede,tahitian vetiver",Lattafa,unisex,"geranium,cardamom,coriander",citrus,Ana Abiyedh Rouge,"pear,kumaquat,bergamot"
1989,vanilla,Comptoir Sud Pacifique,women,"cocoa,starfruit",gourmand,Amour De Cacao,orange zest
1990,"amber,musk,vanilla,virginia cedar,tonka beans",Cacharel,women,"lily of the valley,rose,jasmine,lily,apricot",fruity,Amor Amor,"tangerine,orange,black currant leaves,bergamot,black currant"
1991,"musk,sandalwood,cedar",Salvatore Ferragamo,women,"magnolia,osmanthus",floral,Amo Ferragamo Per Lei,"pear,raspberry"
1992,"ambroxol,vanilla",Armani,unisex,"patchouli,sandalwood,oud",oriental,Ambre Orient,"thyme,oliban"
1993,"ambergris,cedar,guaiacum,patchouli,balmy notes",Dior,men,"turkish rose,spices",oriental,Ambre Nuit,"rose-bay,bergamot"
1994,"labdanum ciste,patchouli,tonka bean",Atelier Cologne,unisex,"benzoin,cinnamon,vanilla orchid",oriental,Ambre Nue,"bergamot,mandarin"
1995,"european black pine,opoponax,musk",D.S. & Durga,unisex,"geranium,european larch,silver fir cone",woody,Amber Teutonic,"alpine cedar,cardamom,green mandarin orange"
1996,"amber,cedar,sandalwood,patchouli",El Nabil,unisex,"ylang-ylang,geranium",woody,Amber Of Yemen,"bergamot,rose"
1997,"patchouli,sandalwood,white musks,amber,leather",Estée Lauder,unisex,"jasmine,rose,ylang ylang,oud,oliban",oriental,Amber Mystique,"rose,blackcurrant,pink peppercorn"
1998,"benzoin,white musks,amber",Aerin,women,"rose absolute,coconut water",oriental,Amber Musk,ambroxan
1999,"sugarcane,vanilla,coconut milk",Oriflame,women,"orange blossom,violet,cumin",oriental,Amber Elixir Crystal,"grapefruit,water notes,amber"
2000,"musk,sandalwood,amber",Oriflame,women,"heliotrope,almonds,peony",oriental,Amber Elixir,"tangerine,black currant,grapes"
2001,"cinnamon,saffron,patchouli,oakmoss,sandalwood,agar wood,benzoin,iris root,birch,amber,musk",Roja Parfums,unisex,"fig,jasmine,rose de mai,ylang-ylang",oriental,Amber Aoud Absolue Précieux,"bergamot,lemon,lime"
2002,"labdanum ciste,vanilla",Tom Ford,unisex,"amber,woody notes",oriental,Amber Absolute,oliban
2003,"amber,oakmoss,vetiver,cedarwood",Hermès,women,"iris,jasmine,lily of the valley,rose",chypre,Amazone,"bergamot,cassia,geranium,hyacinth"
2004,white musks,Philosophy,women,"lily-of-the-valley,clean note",floral,Amazing Grace,"bergamot,fruity notes"
2005,precious woods,Givenchy,women,mimosa,floral,Amarige,gardenia
2006,"palisandr rosewood,patchouli,tonka beans,musk",V Canto,unisex,"rosemary,nutmeg,geranium",aromatic,Amans,"bergamot,lemon,pink grapefruit,cardamom"
2007,"vanilla,patchouli,oliban,amber,sensual notes",Chanel,women,"jasmine,rose,vetiver,iris,candied fruit",oriental,Allure Sensuelle,"rose-bay,bergamot,mandarin"
2008,"vanilla,sandalwood,white musks,tonka bean",Chanel,men,"cedar,ginger,rose-bay",citrus,Allure Pour Homme Edition Blanche,"bergamot,lemon"
2009,"benzoin,vanilla,sandalwood,tonka bean",Chanel,men,"geranium,jasmine,rose,freesia",oriental,Allure Pour Homme,"peach,bergamot,lemon,mandarin"
2010,"cedar,sandalwood,white musks,tonka bean",Chanel,men,"clary sage,pepper",oriental,Allure Homme Sport Eau Extrême,"cypress,mint,mandarin"
2011,"cedar,white musks",Chanel,men,"elemi,spicy notes",citrus,Allure Homme Sport Cologne Sport,"bergamot,lemon,mandarin,grapefruit"
2012,"amber,cedar,musk",Chanel,men,"almonds,tonka beans",citrus,Allure Homme Sport Cologne,"tangerine,neroli,vetiver,orange"
2013,"vetiver,white musks,tonka bean,amber",Chanel,men,"cedar,pepper,neroli",woody,Allure Homme Sport,"mandarin,orange,aquatic note,aldehyde notes"
2014,"vanilla,sandalwood,vetiver",Chanel,women,"jasmine,rose,water lily",oriental,Allure,"peach,bergamot,mandarin"
2015,"myrrh,vetiver,oakmoss,white musks",Estée Lauder,women,"thyme,rosewood,pine needles",floral,Alliage,"peach,citrus,green notes"
2016,"vanilla,patchouli,sandalwood,tonka bean",Joop!,women,"jasmine,lily-of-the-valley,heliotrope,cinnamon",oriental,All About Eve,"peach,apple,green notes,tagete"
2017,"white amber,hot sand notes",Thierry Mugler,women,"exotic-fruit notes,monoi",oriental,Alien Sunessence Edition Saphir Soleil,"zesty notes,pink pomelo"
2018,"ambergris,vanilla,woody notes",Thierry Mugler,women,"orchid,solar notes",oriental,Alien Sunessence Edition Or D’Ambre,kiwifruit
2019,ambrox,Thierry Mugler,women,cashmere wood,oriental,Alien Scented Brush,jasmine
2020,amber accord,Thierry Mugler,women,lotus,floral,Alien Mirage (Limited Edition),pink pepper
2021,"cashmeran,amber,vanilla bourbon",Thierry Mugler,men,"geranium,osmanthus,pepper,leather",woody,Alien Mirage,"dill,lavender,thyme,anise,mint,lemon,beech"
2022,"cashmeran,amber",Thierry Mugler,women,"jasmine,caramel",oriental,Alien Le Goût Du Parfum,"citrus,spices"
2023,"vanilla,white amber",Mugler,women,"tuberose,orange blossom",oriental,Alien Fusion,"cinnamon,ginger"
2024,"ambergris,vanilla",Thierry Mugler,women,"myrrh,cashmeran",oriental,Alien Essence Absolue,"jasmine,heliotrope,iris"
2025,"amber,woody notes",Thierry Mugler,women,"lemon tree leaves,water brouts orange",oriental,Alien Aqua Chic 2013,ruby grapefruit
2026,"ambergris,woody notes",Thierry Mugler,women,"freesia,solar notes",oriental,Alien Aqua Chic,"ginger water,verbena"
2027,amber,Mugler,women,cashmere wood,oriental,Alien,jasmine
2028,"cashmere wood,patchouli,leather,musk,benzoin",V Canto,unisex,"vetiver,cedar,elemi,peat",aromatic,Alibi,"bergamot,tangerine–orange aroma,salt,cypress"
2029,"fir balsam,birch tar,oakmoss,animalic musk",Arquiste,unisex,"violet leaf,iris,cognac,russian leather",leather,Aleksandr,"neroli,aldehydes,vodka,birch leaf"
2030,ambergris,Arty Fragrance ,unisex,vanilla,oriental,Alcôve Royale,cocoa absolute
2031,"white musks,leather",Azzedine Alaïa,women,"rose,freesia,peony,violet leaves",floral,Alaïa Paris,"lemon,berries,marine notes"
2032,"leather,sandalwood,amber,patchouli,musk,benzoin,powder notes,amyris",Lorenzo Villoresi,unisex,"labdanum,orange tree blossom,ylang-ylang,daffodil,tuberose",oriental,Alamut,"osmanthus,rose,jasmine,floral notes,brasilian rose wood"
2033,"amber,musk,moss",Rasasi,men,"rose,sage,sandalwood,cedar",oriental,Al Wisam Day,"bergamot,lavender,geranium"
2034,"cedarwood,patchouli,musk,oud",Swiss Arabian,men,"hyancinth,orris,pepper,cumin",spicy,Al Waseem,"white florals,lily of the valley,herbal elements"
2035,"oud,vanilla,white musk",Kelsey Berwin,unisex,"sandalwood,amber",oriental,Al Mazyoona,"caramel,cedarwood"
2036,"oud,woody notes",Lattafa,men,"patchouli,amber",oriental,Al Azal,"oud,saffron"
2037,"patchouli,musk",Swiss Arabian,unisex,"vanilla,jasmine,rose,peony",oriental,Al Amaken,"bergamot,blackcurrant,passion fruit"
2038,"musk,amber,vanilla,cedar",Lattafa,unisex,"rose,jasmine",oriental,Ajward,fruity notes
2039,"musk,benzoin,sandalwood,vetiver",Loewe,women,"neroli,lily of the valley,jasmine,magnolia,almond blossom",citrus,Aire Fantasía,"lemon,orange,tangerine,grapefruit"
2040,"cedar,musk,sandalwood,vanilla,vetiver,oakmoss",Loewe,women,"amber,cyclamen,jasmine,carnation,lily of the valley,iris,orris,rose,incense",citrus,Aire,"aldehydes,basil,bergamot,peach,lemon,citrus fruit,galbanum,jasmine,tangerine,neroli,petitgrain,tangerine,ylang-ylang,green notes,asafoetida"
2041,"patchouli,white musks,moss",Armani,women,"ylang ylang,peony,orange flower",floral,Air Di Gioia,"mandarin,neroli,pink pepper"
2042,"tonka bean,sandalwood,white musk",Escada,women,"apricot,rose",fruity,Agua Del Sol,"nashi pear,raspberry sorbet,pink pepper,citrus notes"
2043,benzoin,MORGAN DHORME PERFUMES,women,"ylang ylang,scroll of incense",chypre,After Midnight,"peppermint,white peach"
2044,"amber,wood",Rasasi,unisex,spices,oriental,Afshan,floral notes
2045,"peach,black currant,lilac,ylang-ylang,amber",Just Jack,women,"sandalwood,rose,styrax,musk",citrus,Adventure For Her,"patchouli,green apple,bergamot,lemon,pink pepper,violet"
2046,"cedar,suede,tonka bean",Enrique Iglesias,men,"pepper,saffron,pomarose",oriental,Adrenaline,"lemon,mandarin,violet leaves"
2047,"sandalwood,cedar wood,musk,ambroxan",Hamidi,unisex,"jasmine,rose,iris",citrus,Addicted Silver,"bergamot,citron,lime,ginger,black currant,violet"
2048,"musk,patchouli,vanilla,vetiver",Hamidi,women,"jasmine,rose,geranium,litchi",aromatic,Addicted Madame,"bergamot,grapefruit,peach,orange"
2049,"musk,amber,patchouli,vanilla",Hamidi,unisex,"jasmine,rose,birch",fruity,Addicted Intense,"bergamot,black currant,citron,pineapple,apple"
2050,"ambroxan,musk,vetiver",Hamidi,unisex,"violet,sandalwood,white woods",aromatic,Addicted Imperial,"bergamot,red berries,sea notes"
2051,white musks,Acqua Di Parma,women,"jasmine,neroli,green notes",floral,Acque Nobile,"rose-bay,bergamot,lemon,mandarin"
2052,"musk,orange tree blossom,vanilla",Creed,women,"tuberose,lily of the valley,lily",floral,Acqua Originale Iris Tubereuse,"galbanum,orange,violet leaves"
2053,"sandalwood,amber",Creed,unisex,"violet,green tea,heliotrope,rose,black currant",citrus,Acqua Originale Asian Green Tea,"bergamot,tangerine–orange aroma,lemon,neroli"
2054,"patchouli,leather,vetiver",Creed,unisex,"lavender,lily,tuberose,rose",oriental,Acqua Originale Aberdeen Lavander,"bergamot,rosemary,lemon,artemisia"
2055,"patchouli,white musks,amber,mineral notes",Armani,men,"lavender,rosemary,cypress",aromatic,Acqua Gi Gio Profondo,"bergamot,marine notes,green mandarin"
2056,"moss,musk,tonka bean,vetiver,cedarwood",Victor,men,"carnation,geranium,clary sage,pine,thyme",chypre,Acqua Di Selva,"basil,bergamot,lavender,rosemary,lemon"
2057,"patchouli,frankincense",Armani,men,"rosemary,sage",aromatic,Acqua Di Giò Profumo,"bergamot,sea notes"
2058,"mineral amber,guatemala patchouly,musk",Giorgio Armani,men,"rosemary,lavender,cypress,mastic absolute",aquatic,Acqua Di Giò Profondo,"bergamot,brazilian green mandarin orange,aquozone"
2059,"patchouli,vetiver",Armani,men,"lavender,sage,pelargonium",citrus,Acqua Di Giò Pour Homme,"sea notes,green mandarin"
2060,"patchouli,tonka beans,labdanum,woody notes",Armani,men,"geranium,lavender,rosemary",aquatic,Acqua Di Giò Absolu,"bergamot,apple,grapefruit,sea notes"
2061,"cedar,cashmeran,brown sugar",Armani,women,"jasmine,aquatic accord,water jasmine",floral,Acqua Di Gioia Essenza,"pepper,mint,lemon"
2062,"cedar,sugary accord,cashmere wood",Armani,women,"jasmine,peony",floral,Acqua Di Gioia Eau De Toilette,"pear,violet leaves,lemon blossom,black currant"
2063,"labdanum ciste,cedar,brown sugar",Armani,women,"jasmine,aquatic accord,green notes",floral,Acqua Di Gioia,"mint,lemon"
2064,"ambroxol,soft cashmere,patchouli note,incense smoke",Armani,men,"geranium,rosemary,sage,paradisone",woody,Acqua Di Gio Profumo,"elemi,bergamot,cascalone,ginger note"
2065,"cedar,patchouli,oakmoss,white musks",Armani,men,"cyclamen,freesia,coriander,marine notes",aromatic,Acqua Di Gio Pour Homme,"bergamot,lemon,sweet lime,mandarin"
2066,"ambroxol,patchouli,vetiver,atlas cedar",Armani,men,"jasmine,sage,basil,paradisone",woody,Acqua Di Gio Essenza,"bergamot,grapefruit,cascalone"
2067,"sandalwood,styrax,white musks,amber",Armani,women,"jasmine,ylang ylang,lily-of-the-valley,hyacinth",floral,Acqua Di Gio,"violet blossom,pineapple,peach,lemon"
2068,vetiver,Ermenegildo Zegna,men,rosemary,citrus,Acqua Di Bergamotto,"calabrian bergamot,neroli"
2069,fresh notes,4711,unisex,lemon balm,fresh,Acqua Colonia Melissa & Verbena,vervain
2070,fresh notes,4711,unisex,ginger,citrus,Acqua Colonia Lemon & Ginger,lemon
2071,"moss,sandalwood,white musk",Jeanne en Provence,men,"pine,cypress,clary sage,provençal lavender,nutmeg",aquatic,Acqua,"rose,aquatic notes"
2072,"eucalyptus,pine",Xerjoff,unisex,"lily of the valley,egyptian jasmine,bulgarian rose",aromatic,Accento Overdose,"fruity notes,green notes,aldehydes"
2073,"cedar,musk",Rasasi,women,"rose,violet",floral,Abyan For Her,"lemon,raspberry"
2074,italian lemon,Avon,men,amber,citrus,Absolute By Elite Gentleman,oud
2075,"tonka beans,tequila,vanilla",Thalia Sodi,women,"dahlia,almond blossom,vanilla orchid",oriental,Absolute Amethyst,"coriander,nectarine,lemon blossom"
2076,"tobacco,tea",Cire Trudon,unisex,"pepper,ginger",oriental,Abd El Kader Perfumed Matches,mint
2077,"patchouli,sensual notes",Thierry Mugler,men,"coffee,woody notes",woody,A*Men Sunessence Edition Orage D’Eté,"mandarin,spicy notes"
2078,"patchouli,sequoia wood",Thierry Mugler,men,spicy notes,woody,A*Men Pure Shot,"juniper berry,frosty mint"
2079,"vanilla,white musks,leather,oriental notes",Thierry Mugler,men,"patchouli,atlas cedar,coffee",oriental,A*Men Pure Cuir / Pure Leather,"bergamot,aromatic notes"
2080,"vanilla,patchouli",Thierry Mugler,men,"spices,woody notes",oriental,A*Men Le Goût Du Parfum,"pimento - jamaica pepper,coffee"
2081,"benzoin,coffee,white musks,tonka bean",Thierry Mugler,men,"atlas cedar,patchouli essence",oriental,A*Men Eau De Toilette Vaporisateur Gomme,"lavender,coriander,peppermint,bergamot"
2082,"styrax,coffee,white musks,tonka bean",Thierry Mugler,men,"patchouli,atlas cedar",oriental,A*Men,"lavender,coriander,peppermint,bergamot"
2083,woody notes,Thierry Mugler,women,tuberose,floral,A Travers Le Miroir,absinthe
2084,"white musks,sundrenched flower",Issey Miyake,women,"jasmine,tiare flower,neroli",floral,A Scent By Issey Miyake Soleil De Néroli,"hyacinth,green notes"
2085,"ambroxol,patchouli,moss",Issey Miyake,women,"jasmine,rose,ylang ylang,peony,galbanum",floral,A Scent By Issey Miyake Eau De Parfum Florale,"hyacinth,jasmine petal"
2086,"jasmine,wood",Issey Miyake,women,"galbanum,hyacinth",floral,A Scent By Issey Miyake,"fresh notes,verbena"
2087,"patchouli,white musks,woody notes",Thierry Mugler,men,aromatic notes,woody,A Men Summer Flash,"fresh notes,oxygen"
2088,"cocoa,patchouli,coffee,licorice,tonka bean,vanilla",Thierry Mugler,men,lavender,oriental,A Men Pure Tonka - Édition Limitée 2016,mint
2089,"smoky accents,oriental notes,peat",Thierry Mugler,men,"woody notes,barley",oriental,A Men Pure Malt,fruity notes
2090,"cocoa,patchouli",Thierry Mugler,men,"tobacco,vanilla note",oriental,A Men Pure Havane,"tobacco leaves,aromatic notes"
2091,"musk,vanillin,atlas cedar,ambrox",Issey Miyake,women,"lilac,star anise,jasmine",gourmand,A Drop D'Issey,"almond milk,orange blossom,damask rose"
2092,"patchouli,amber,vanilla,tonka beans",Afnan,men,"lily of the valley,orange blossom",aromatic,9 Pm,"bergamot,lavandin,cinnamon,apple"
2093,"vanilla,vetiver",Stéphane Humbert Lucas 777,unisex,"strawflower,tobacco",oriental,777 Une Nuit A Doha,"fennel,tangerine,ginger"
2094,"leather,vanilla,iris",Stéphane Humbert Lucas 777,unisex,"iris,amber",leather,777 Soleil De Jeddah,"osmanthus,chamomile,lemon"
2095,"cedar,agar wood,nagarmotha",Stéphane Humbert Lucas 777,unisex,"tolu balm,peruvian balm",oriental,777 Oumma,"jasmine,rose"
